arm,tau_pre,tau_post,delta_macro_f1,delta_tail_f1,delta_benign_fpr,helpful,harmful,changed,feasible,reason
decision_post_raw,0.3964706435799598,0.9774828553199768,0.00033579001982486645,0.0007803507157431167,0.0,12,0,12,False,support
decision_post_raw,0.3964706435799598,0.9825287461280823,0.0,0.0,0.0,0,0,0,False,support
decision_post_raw,0.5026933550834656,0.0,0.0013489994459937593,0.0142212113904992,0.06714445688688742,2211,1499,3710,False,benign_fpr
decision_post_raw,0.5026933550834656,0.0002867408038582,0.0013680575955271612,0.014234552866993877,0.0669652855543007,2207,1495,3702,False,benign_fpr
decision_post_raw,0.5026933550834656,0.0053338916040956,0.0016731510213443546,0.014569679883055742,0.06481522956325958,2173,1447,3620,False,benign_fpr
decision_post_raw,0.5026933550834656,0.0190883897244928,0.002338115467758195,0.015256553943569617,0.059843225083977214,2082,1336,3418,False,benign_fpr
decision_post_raw,0.5026933550834656,0.025076736696064472,0.002855433964979781,0.015909694950330844,0.0566629339305621,2036,1265,3301,False,benign_fpr
decision_post_raw,0.5026933550834656,0.21494646966457345,0.013410795360244587,0.032754936063338624,0.010347144456885338,1070,231,1301,False,benign_fpr
decision_post_raw,0.5026933550834656,0.6335415244102478,0.015917928382903845,0.03729415209938419,0.002105263157894277,764,47,811,False,benign_fpr
decision_post_raw,0.5026933550834656,0.8705101013183594,0.016134852086246876,0.037639549777842896,0.0009854423292271486,660,22,682,False,benign_fpr
decision_post_raw,0.5026933550834656,0.929574728012085,0.005404618143108664,0.012595165237061279,0.00022396416573333688,202,5,207,True,
decision_post_raw,0.5026933550834656,0.9631971716880798,0.003524450439972404,0.008212035175691912,0.00013437849943997993,130,3,133,True,
decision_post_raw,0.5026933550834656,0.9705747365951538,0.0018178277987781488,0.004231736382836915,4.479283314662297e-05,66,1,67,True,
decision_post_raw,0.5026933550834656,0.9774828553199768,0.00033579001982486645,0.0007803507157431167,0.0,12,0,12,False,support
decision_post_raw,0.5026933550834656,0.9825287461280823,0.0,0.0,0.0,0,0,0,False,support
decision_post_raw,0.6061534583568573,0.0,0.0019450121573214574,0.015098274942410728,0.06418812989920597,2148,1433,3581,False,benign_fpr
decision_post_raw,0.6061534583568573,0.0002867408038582,0.0019644750939060707,0.015112659277967788,0.06400895856661926,2144,1429,3573,False,benign_fpr
decision_post_raw,0.6061534583568573,0.0053338916040956,0.0022994419594479787,0.01551761387982542,0.061858902575578134,2114,1381,3495,False,benign_fpr
decision_post_raw,0.6061534583568573,0.0190883897244928,0.002963676880359367,0.016243724215600386,0.057110862262028994,2029,1275,3304,False,benign_fpr
decision_post_raw,0.6061534583568573,0.025076736696064472,0.003511249090937918,0.01698334115702199,0.054020156774907346,1989,1206,3195,False,benign_fpr
decision_post_raw,0.6061534583568573,0.21494646966457345,0.013763247903902709,0.03348074873731616,0.00976483762597824,1062,218,1280,False,benign_fpr
decision_post_raw,0.6061534583568573,0.6335415244102478,0.015917928382903845,0.03729415209938419,0.002105263157894277,764,47,811,False,benign_fpr
decision_post_raw,0.6061534583568573,0.8705101013183594,0.016134852086246876,0.037639549777842896,0.0009854423292271486,660,22,682,False,benign_fpr
decision_post_raw,0.6061534583568573,0.929574728012085,0.005404618143108664,0.012595165237061279,0.00022396416573333688,202,5,207,True,
decision_post_raw,0.6061534583568573,0.9631971716880798,0.003524450439972404,0.008212035175691912,0.00013437849943997993,130,3,133,True,
decision_post_raw,0.6061534583568573,0.9705747365951538,0.0018178277987781488,0.004231736382836915,4.479283314662297e-05,66,1,67,True,
decision_post_raw,0.6061534583568573,0.9774828553199768,0.00033579001982486645,0.0007803507157431167,0.0,12,0,12,False,support
decision_post_raw,0.6061534583568573,0.9825287461280823,0.0,0.0,0.0,0,0,0,False,support
decision_post_raw,0.6505122870206831,0.0,0.003166850445183389,0.017431150639553528,0.06123180291152441,2108,1367,3475,False,benign_fpr
decision_post_raw,0.6505122870206831,0.0002867408038582,0.0031869159249132695,0.017447038794937753,0.0610526315789377,2104,1363,3467,False,benign_fpr
decision_post_raw,0.6505122870206831,0.0053338916040956,0.003521814916441879,0.01786098554448412,0.0589473684210432,2074,1316,3390,False,benign_fpr
decision_post_raw,0.6505122870206831,0.0190883897244928,0.0042053157875502345,0.018664500337783996,0.054378499440080885,1996,1214,3210,False,benign_fpr
decision_post_raw,0.6505122870206831,0.025076736696064472,0.004726136279191273,0.019389682768418015,0.05155655095183953,1960,1151,3111,False,benign_fpr
decision_post_raw,0.6505122870206831,0.21494646966457345,0.01481166232255926,0.035800194498621374,0.00900335946248465,1054,201,1255,False,benign_fpr
decision_post_raw,0.6505122870206831,0.6335415244102478,0.01675367641170189,0.03918399380738824,0.0017469204927207382,764,39,803,False,benign_fpr
decision_post_raw,0.6505122870206831,0.8705101013183594,0.016134852086246876,0.037639549777842896,0.0009854423292271486,660,22,682,False,benign_fpr
decision_post_raw,0.6505122870206831,0.929574728012085,0.005404618143108664,0.012595165237061279,0.00022396416573333688,202,5,207,True,
decision_post_raw,0.6505122870206831,0.9631971716880798,0.003524450439972404,0.008212035175691912,0.00013437849943997993,130,3,133,True,
decision_post_raw,0.6505122870206831,0.9705747365951538,0.0018178277987781488,0.004231736382836915,4.479283314662297e-05,66,1,67,True,
decision_post_raw,0.6505122870206831,0.9774828553199768,0.00033579001982486645,0.0007803507157431167,0.0,12,0,12,False,support
decision_post_raw,0.6505122870206831,0.9825287461280823,0.0,0.0,0.0,0,0,0,False,support
decision_post_raw,0.7113578915596008,0.0,0.005598793820682291,0.021389195902950908,0.05124300111981284,1889,1144,3033,False,benign_fpr
decision_post_raw,0.7113578915596008,0.0002867408038582,0.005620697418572407,0.02140970035861034,0.05106382978722612,1885,1140,3025,False,benign_fpr
decision_post_raw,0.7113578915596008,0.0053338916040956,0.00587069553035946,0.021708372242615903,0.04940649496079852,1855,1103,2958,False,benign_fpr
decision_post_raw,0.7113578915596008,0.0190883897244928,0.006529991818625347,0.022584973918354123,0.04555431131018317,1793,1017,2810,False,benign_fpr
decision_post_raw,0.7113578915596008,0.025076736696064472,0.0069224621631271965,0.02313238771119447,0.04340425531914205,1759,969,2728,False,benign_fpr
